RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10
121771,Park View,Washington,DC,Washington,District of Columbia,2445,,,,,,,,,,,,,,,,,,,,,,,,,,,123800,124700,122400,118500,114300,111000,109100,108200,106200,103500,101800,101100,100700,100800,101400,102100,103100,104600,104500,103700,104300,105700,106900,109900,113100,114900,116700,118400,119400,120200,122000,123800,125100,126200,126700,126800,127600,129300,131100,132600,134500,136400,137900,139700,142300,145200,148000,151700,155900,160200,164600,169900,175000,178700,181500,184300,188000,193200,198500,202100,205200,208600,211500,215200,220600,227000,232500,237600,241500,244400,247700,253900,261700,268100,272200,276900,282900,291600,303400,315200,323200,329100,335500,344000,353600,360000,363300,365700,368100,370200,371400,371700,374000,377300,379400,380500,380900,382400,385100,386200,386400,385400,382100,378900,378400,379000,379300,376900,374100,374500,377600,380100,380200,377900,373500,369200,366100,363900,361200,358300,354700,349400,343000,337900,333000,329600,330400,333700,336500,337800,336900,334100,331600,329000,327000,325100,322700,318100,318800,323000,324600,324100,327400,331600,335000,338000,339800,341800,344700,350100,351000,347000,342400,340300,338700,338800,339300,339500,340300,343000,346800,351400,356400,360400,363500,366100,368600,369800,371400,375200,380700,385000,389400,393900,397400,401000,406100,410600,413000,414100,415200,419300,425700,433000,440200,445700,448100,450300,454600,461000,469800,481400,492600,500500,507500,514300,519700,521700,520000,519700,525500,534400,543300,552200,561800,570800,574900,577000,580200,587400,594600,597900,596700,595800,595300,596700,598200,598300,598400,598400,597600
268803,Brentwood,Washington,DC,Washington,District of Columbia,2528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000,105200,101500,99900,100000,99100,99400,103000,106000,105900,107400,111500,115100,115400,113600,111400,109900,109900,109800,109100,108000,106000,103900,104500,106800,107500,106100,105400,106300,108200,109100,108900,109000,110600,111200,110300,109100,110000,113200,116700,118000,119300,121200,121900,122100,123300,125000,126600,128700,129900,131700,133900,135200,136200,139100,143400,147800,151000,154600,160000,166400,172100,177700,184500,191000,194800,197700,200800,204400,209200,213300,215100,216300,216500,215700,216400,221000,226700,231100,234600,238800,242000,244000,246000,247500,248500,249100,248700,248000,247400,245900,244400,243600,243000,242900,245200,249600,254600,257700,259900,261200,261900,261900,261700,260700,260100,259600,256800,252600,250600,251000,250500,250000,251000,250600,247100,243500,241100,238200,234700,231900,230600,230100,228900,228300,227400,226300,225600,225900,227600,230100,232100,232300,231200,229200,227300,223300,219200,216500,217000,217300,215900,213400,214300,215900,215200,213000,212400,212600,213700,216100,218500,220300,220900,220000,216700,213100,209600,207600,206800,207600,208600,209800,210500,211100,211500,211600,212400,213700,215100,217000,219100,220700,221900,223400,225300,227300,228800,231400,234500,238800,244700,249800,252600,255100,258100,261600,265200,267900,272500,281900,293700,306200,318400,328200,334900,340900,345200,347700,348500,349500,352000,353100,352000,351400,351900,354700,360300,365100
245282,Lyon Village,Arlington,VA,Washington,Arlington,2554,313000,313200,313100,312300,311000,310200,309800,309500,309700,311500,314700,316200,315100,314100,313100,312300,312900,312800,312200,313400,315600,317600,320200,321800,323200,325700,326800,328000,330800,335800,339100,340300,340800,340700,342000,346100,348100,348300,351000,354300,356800,359200,363100,367900,372500,377400,382600,386500,391600,395400,397600,400500,407300,415400,423900,429800,435300,441500,448700,457400,466800,473700,479500,486600,494100,502500,509500,514100,520300,528700,536400,541200,548100,557800,568600,576400,579600,578300,580800,591900,604000,612000,618200,625300,631200,638700,647700,657400,666400,675400,685000,693400,698100,704600,714100,725700,738200,751000,762200,775500,791300,807700,819600,828800,840500,853800,864200,874800,884800,891800,898500,905900,910800,914300,918700,924300,930400,930800,927100,923900,923300,923600,926000,925100,924400,924900,926500,924700,919400,912200,912200,915100,916500,915600,910300,905300,902200,899300,894800,891400,886300,883000,879700,877100,873000,869800,871900,875700,875600,873900,871000,870100,867200,862500,857900,852700,847800,849100,850700,848700,848900,850900,849900,843500,851200,872800,887200,887800,885300,877900,870900,868700,869100,874200,881200,885200,883800,882500,883400,889700,900600,911300,917400,920600,922200,918800,916900,923600,930200,928200,924700,923900,919400,913400,912000,914200,916400,917100,916900,916600,914400,911300,911100,917600,929000,938700,942400,947000,950800,951800,957300,971200,984400,993700,999800,996300,998200,1015400,1032500,1042500,1052300,1058000,1065200,1071100,1071800,1073300,1079000,1084600,1085600,1090700,1104700,1110700,1105200,1105700,1109000,1108000,1106800,1105300,1110000,1126100,1136200,1125700,1109000,1100000,1101000,1107900,1113600
121670,Anacostia,Washington,DC,Washington,District of Columbia,2562,,,,,,,,,,,,,,,,,,,,,,,,,,,90900,88200,87600,87800,86300,84400,83600,81700,78800,76000,74200,74900,77300,78200,77700,77900,79100,81000,81800,81900,83200,85200,85600,86100,87100,88100,87700,86000,83800,83000,82600,82000,81600,81700,83200,85700,86900,87700,89400,91500,92900,94600,96900,99000,100600,102400,104000,107300,111300,113100,112900,113400,113800,113700,113800,114300,114900,115300,116100,116900,118100,119800,121600,123700,126100,127400,128700,130900,133400,135100,135900,136600,138900,142500,146600,151700,156700,160100,163000,166800,170700,174900,178500,181100,183900,188700,194700,199300,203600,209100,214600,217900,222400,228900,235000,238800,240200,238900,236600,233400,231500,231700,233000,233700,234300,235500,238400,241100,243000,244600,246400,248400,248900,247300,244600,242500,241400,238900,235400,234000,233500,231000,229000,229400,231500,233800,232600,229000,225900,224500,223300,220500,215400,211100,207800,206200,205800,202700,204000,210600,213900,212400,212800,212600,212900,213700,212200,208000,203700,202300,200300,196700,192300,188100,183200,179400,176400,174700,174200,174600,174700,174600,174600,174500,174600,175200,176400,178800,181700,184600,187600,189700,191500,193700,195400,196400,197900,199800,200800,203300,206400,208400,209800,211600,211400,210600,210800,212600,216000,221800,226900,229300,231200,234200,236600,238600,241200,244000,245100,244600,245500,247700,250000,252700,257600,263400,267200,268600,271400,276700,281600,283800,284500,285900,287600,289000,289400,290000,292300,294800,296100
121709,Eckington,Washington,DC,Washington,District of Columbia,2572,,,,,,,,,,,,,,,,,,,,,,,,,,,121100,120400,119500,118900,116400,113100,110100,108600,107500,105600,104100,103700,103600,103300,102900,103000,104100,104100,103100,103200,104300,104900,105700,108000,111500,113700,114500,114600,114500,114700,115700,116200,116800,118200,120300,122600,124600,126500,129100,131500,132900,134400,136400,138800,140600,141000,140800,141500,143500,146500,149900,152900,155700,159000,163100,167200,171600,175700,179500,183800,188300,193000,198200,204100,209300,213700,216700,219200,221600,225400,232700,240900,247700,254600,262200,270500,279800,290900,301500,309800,318000,328000,336100,343100,350600,356900,361200,364300,366100,366500,367300,368400,370000,371100,371600,370800,369800,367900,366200,365600,366200,366700,366000,364900,365100,366700,366300,364800,362900,361400,358100,353600,349000,346200,342200,337800,334700,332500,329200,324700,320100,317100,314800,312100,310700,309700,306400,302200,298500,295700,292900,292200,294000,295800,296200,297000,298200,295700,300900,312700,318500,316900,319600,323200,323700,322600,322300,323300,323300,325700,325100,319700,314400,313800,313500,311800,309500,307900,307300,309300,312700,314100,314000,317900,324500,328700,329200,330300,333000,336900,342200,345700,347100,350500,356000,360000,362700,364500,366700,371300,377200,383300,392000,401700,408100,411100,413400,416900,423800,433200,440600,444900,448100,452200,458000,465700,473500,480200,485200,488400,493000,503600,519400,537400,554600,568100,574800,578000,582500,591100,597400,599700,602800,608900,613200,614000,617200,620500,619300,610700,602500
121807,Wesley Heights,Washington,DC,Washington,District of Columbia,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,194800,196400,195700,194600,194100,193800,192400,191600,192900,195800,199800,206200,210800,209700,207200,209300,214300,215500,216800,219300,220900,224300,231500,236100,239400,247700,256600,261100,262100,264800,268100,270200,271500,273500,275500,280500,287000,291500,294300,299400,309400,321400,328100,329400,329900,332700,335800,340900,346900,349900,349100,352700,359700,368700,375600,380300,387900,392500,391400,394800,403100,407900,413000,419400,423300,424600,426300,431500,438500,443900,446800,448100,451100,457100,462000,458800,451100,445800,449600,459700,464800,462000,462600,470500,483900,497500,506500,510700,515500,521600,527100,530800,535400,543200,548800,548600,543500,539100,540400,546400,548300,542900,537500,535100,535800,536500,533800,525600,517200,513100,513300,512000,509800,505900,504000,504300,503600,500100,497100,496000,496300,494600,488300,483000,479600,475000,473800,474900,471600,466500,465100,462100,459600,455400,450400,450200,457600,473800,476100,462700,456600,464800,474900,489400,496600,499600,504200,505800,503700,504000,505000,506100,503600,500900,501100,501900,501200,500000,497700,497100,497400,497300,495800,493500,489400,483100,476100,472200,471800,472900,473300,472000,470100,467500,467100,468500,468400,466500,465100,460800,454300,453500,462800,473700,476000,470400,472900,485900,502600,517600,529600,534400,538500,542900,545600,545700,546900,548800,551700,553800,557500,560800,562500,561100,563100,566200,565300,561200,558900,557700,557900,558900,559600,559700,559700,564600,571100,570000,562300,560000,561000
121816,Woodridge,Washington,DC,Washington,District of Columbia,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128600,130100,130800,132200,134600,136900,137500,137600,137900,138000,138600,141200,143600,144100,144200,144000,142900,142400,143100,143900,145000,146100,146900,148800,151600,154200,156300,158200,159100,160000,161300,161800,162000,162800,165900,171600,176800,178400,180100,183500,186300,187600,190000,192700,195600,199600,204000,206800,210400,216300,220900,223900,226300,230300,236100,243600,250200,256000,261100,266300,271100,276500,282500,289600,298600,307000,312200,316400,322200,326700,328600,329500,333000,338300,342800,345300,347900,352300,358200,364000,369000,372800,375200,377300,378600,379500,382200,385100,386800,387100,386100,384400,384700,386800,389100,390600,390800,390100,389200,389100,389400,388300,382700,376200,372100,369000,364800,361100,356600,349600,341900,337000,332800,327200,321800,317300,312300,307600,304700,302600,301500,301500,301000,299000,297200,295800,301700,312300,316500,312600,309900,309000,307800,306300,305400,304900,304100,305900,305700,301700,299400,303200,306300,306700,306000,306400,306200,305600,304200,303600,303800,303500,302900,303200,303300,303200,304700,308300,313500,318800,323600,327000,329400,331000,333300,335000,337200,342700,349100,351800,353200,356300,362900,369900,374700,376800,380900,387100,393300,396500,396600,395300,392700,389500,389100,391400,392100,392800,398400,407600,416300,420300,423300,428900,434500,437300,440700,443600,443300,442400,441400,438200,436400,441000,448700,456900,467100,476700,482700
241444,Barcroft,Arlington,VA,Washington,Arlington,2718,190400,188800,187500,185700,184400,184400,184600,184400,185100,186200,188000,190200,192000,192700,193900,195500,197000,198500,200400,201100,201100,201300,202100,203000,204200,204800,205000,205700,206700,207600,208900,211400,214700,217500,218800,218700,217700,217900,220200,223400,226700,230200,232300,233000,234200,236700,239500,241300,243500,247200,250900,254000,255900,257400,260700,265500,269400,272400,274200,276800,282700,289900,295200,298800,301200,303600,307100,311100,314100,317200,322600,329200,333100,333300,334400,338500,345000,351600,356500,360600,366000,370400,373200,376600,380500,383900,386500,389600,393900,398700,403800,410000,416000,422700,431700,441100,450100,459900,470300,480800,490500,498400,505300,512500,519300,525100,531100,538300,547400,557200,564500,569800,574500,578700,581500,585800,589800,589800,585900,581200,577400,575100,574000,572600,571200,570500,571100,572000,570600,569300,570600,573100,572500,570500,568700,566600,563700,560200,555000,549700,545600,542300,540000,538800,537000,533500,529300,522900,514200,508300,505300,499800,491400,485300,482300,482000,482800,484500,486800,490600,495100,498800,500500,499400,510700,532200,544500,541400,538200,534400,531000,528900,528400,528100,526500,524900,519800,513000,509500,510300,512100,515600,518600,521900,526900,532800,539000,545700,547800,545900,544900,544600,543200,540800,540600,544600,548600,547700,547700,550600,551400,549700,552200,560600,569700,578100,586300,589700,587000,584200,584000,586800,590600,591800,590500,588800,587600,587800,588000,588800,594000,602000,611500,620800,626400,630000,633000,634700,637400,644200,650700,653300,652700,651400,649600,649900,651400,651300,650500,651000,651200,650000,647200,644100,643300,645100,646900
276173,Yorktown,Arlington,VA,Washington,Arlington,2798,250000,249600,249800,249300,248100,246000,243900,243300,243800,244800,245600,246400,245800,243100,239600,239100,241200,244200,246300,247900,249700,251500,252500,253300,254400,255900,256400,256900,257700,259100,260800,262400,264200,267400,271000,274800,278400,282500,286700,290400,292900,295100,298300,301700,303600,303700,304800,307000,309400,312900,319700,326700,332200,337700,343100,348200,355100,364000,371700,376800,381500,386100,390400,393600,396100,397900,399900,402900,406600,410400,415300,419700,423400,427900,432100,435500,441200,448900,456900,464000,469200,473100,477400,483200,489800,494900,498400,502200,506000,510400,517700,526200,532800,540100,549300,559400,569300,578500,586800,597700,609900,619700,625200,630600,636800,642400,647300,653500,659200,664500,670800,677900,683700,688600,693300,697300,700900,700700,694300,686700,685100,687900,691300,691100,687700,684800,685200,685800,685900,686800,690900,695500,698400,699900,699900,699200,698200,695500,689600,684800,680100,676300,675400,677000,676500,675500,674000,670400,668600,670300,671800,671500,669900,668300,669800,671600,670300,669900,670200,669600,668200,666700,664700,660800,667500,683500,692500,689300,686800,681700,678000,679700,684300,688000,690600,692200,692300,690300,687000,687800,690800,693300,693400,696500,702400,707700,710500,711800,709900,709000,711400,715500,716900,714500,713700,716000,716200,713500,715200,721000,723500,721700,723500,728800,734600,743900,754100,760700,765400,771300,776300,781500,786300,787000,784000,780100,777500,777000,779200,781500,782700,783000,788200,797300,803300,805300,807700,808900,812200,820400,827400,827600,826300,826000,825600,825500,826600,828700,830000,834100,841400,848000,848900,846900,844800,846400,849100
121687,Cathedral Heights,Washington,DC,Washington,District of Columbia,2810,,,,,,,,,,,,,,,,,,,,,,,,,,,115700,119400,121000,120100,119600,119600,117900,116200,115900,115500,115400,116500,118400,122500,126500,129700,132100,134200,135000,136400,138700,141200,143800,147500,151200,152800,152400,152200,152800,152200,151900,153900,156700,158700,161200,163800,166000,169300,173200,177600,183300,190000,194600,196800,198000,200200,202600,205400,208700,211800,215500,219400,221800,227200,237300,246400,252600,257700,261800,265000,267300,268300,270100,272600,275400,278500,282200,284900,289500,294800,300900,307300,314400,320700,327000,333800,339500,342800,345800,350800,354300,356200,357100,357700,359000,362200,365200,367000,367800,367700,366100,364400,363200,363900,367600,375200,379300,377400,376000,378100,380300,379400,376600,372800,369700,367600,366300,365000,364900,365800,365800,365400,363600,361800,359500,357200,355600,353600,349500,344400,340400,336600,332300,329100,328300,330000,331700,332600,332700,333000,331300,329600,330000,331700,332300,331700,331900,331200,335700,344400,349700,349900,352300,355100,355600,355500,356600,356400,354600,352700,349200,343700,342400,344200,342800,336900,330700,326800,325700,325300,323400,321900,322400,324200,325400,326800,329300,331200,332400,333400,333800,333200,333100,333900,334600,334600,334600,335600,338300,343400,349300,355700,361400,367100,373600,378600,380200,381000,381700,380700,377900,374800,371900,370600,369500,370000,372300,374800,375000,373700,373400,375200,377800,380500,384000,387200,389000,389700,391100,392700,392800,391700,391000,391400,393700,399600,405800,408300,407500,406700,406000
273489,Downtown,Washington,DC,Washington,District of Columbia,2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159200,165000,169500,172900,175800,177900,180600,184700,188300,187400,185100,187500,191600,191800,187700,185100,184500,182000,181200,185500,189900,189400,189300,190300,190700,191800,197700,207800,218300,225900,229400,230600,231600,235500,240500,246500,254800,264600,271800,275500,277200,279900,282200,283500,288200,292600,292500,294800,303200,309900,313900,316000,318600,322000,326100,330000,337700,347200,356800,363100,366500,370800,379700,389000,394300,396800,397900,398300,398300,398700,399400,401800,404700,407000,408200,411000,414300,417200,419900,422800,423900,424700,425600,425900,424700,421100,416200,411900,410700,411400,412900,414300,415300,415100,415300,414100,412400,414700,418200,416900,414900,415400,416500,417300,417900,416600,414200,413100,413600,410600,403500,399800,400200,399600,394600,387200,381200,377800,375100,372700,371200,370700,372000,373200,373300,372300,374000,377700,381000,384000,388000,391000,391100,389700,388800,389200,388500,390000,391200,389000,386300,389000,392400,393100,392500,393500,393400,394200,396300,397900,397200,395600,393600,392600,393300,393800,394400,396000,400400,403000,403200,402300,408400,417100,422300,420800,420300,423600,430000,435300,439600,444400,448900,453900,456000,464600,478100,487100,490100,494300,496900,499300,502000,502900,501300,499300,499100,497300,495300,496000,498700,502300,507400,511900,513700,514000,515700,518000,518500,518000,519600,522600,524200,525600,527100,527600,527500,529300,531500
273610,Eisenhower East,Alexandria,VA,Washington,Alexandria City,2857,,,,,,,,,,,159500,163800,164600,162900,161100,160000,160200,161400,164700,169800,173700,176000,178700,178200,175500,176500,179900,181600,181200,182600,184400,185300,185900,190900,196500,199600,201600,204500,207200,209200,210700,214000,218900,222100,222500,223900,224200,221700,218000,215700,214700,217200,221900,224200,225000,225400,226600,230000,236300,242300,247500,252500,257600,262400,267100,271600,274700,277800,281600,285100,287800,291300,296600,302500,308900,315400,322600,329500,336400,342500,348300,353300,357800,360900,363200,365400,366900,368400,370400,373300,376600,381100,386200,390400,395700,407100,423900,440100,452900,464800,476500,487600,498200,508900,519600,528700,534800,536600,534700,531500,530400,530200,528700,526300,523800,523300,523400,523300,521800,518600,511400,506600,503300,498700,493900,492300,491200,488900,485600,484600,484600,482100,479200,478400,478000,476100,472900,470200,468400,465800,460900,455600,450300,447000,445300,443700,441700,440300,439600,438000,434700,429900,424300,418700,414400,411200,409000,408200,408300,410600,413600,415300,418600,422700,429700,436600,441100,444000,448900,448300,444600,442600,444000,445500,445000,444300,443900,440600,436600,434200,432800,433700,436800,438000,435200,430300,427000,426000,425600,427000,431100,436000,439100,440700,442500,442800,440400,437300,434700,433000,432700,433600,435900,438100,438600,440500,444600,450000,454500,459200,462500,465600,470400,477400,481300,482700,483600,484400,482200,478800,477700,479600,481900,483500,482100,480400,481100,482100,483000,484200,483400,482100,482500,484200,487400,489500,489800,486600,480900,476800,476200,476800,477400,477400,478000,479300,479600
416851,Town Center,Reston,VA,Washington,Fairfax,2880,110600,108000,104900,101400,98600,97000,96900,97300,98100,98500,98700,98600,98800,99100,100100,101200,102300,103400,104300,105200,107100,108600,108800,108800,109400,109200,109200,109400,108900,108300,108200,108600,109000,109300,109300,109800,110400,110600,109700,109100,109700,109800,108700,108600,109600,111300,113100,114600,116300,118500,119600,119800,120300,122000,123200,124300,126300,127800,128600,131000,134100,137200,141700,145500,147000,148300,150300,150300,147400,145600,146800,150300,154000,157400,159800,161700,162200,162100,162500,163800,165900,168100,170100,171900,173600,174500,176000,181200,188700,194800,199800,206000,210300,213800,218000,220900,222300,226900,234800,243300,251300,258700,265300,270900,276100,280700,284300,288700,294600,300100,306700,315100,327900,341500,352800,361400,371100,377700,380800,380100,379700,377300,369200,353500,337300,327300,324500,322900,320100,321400,329200,338600,344700,347400,346200,342300,339400,336400,331700,328100,326600,322500,314400,306100,298000,289900,284400,283100,280400,273400,266400,261000,257900,259000,258100,252200,246900,245400,244600,244600,245700,249200,250900,250300,248200,245300,243200,243900,244600,246100,248400,250300,249500,248000,247400,247500,246200,243600,241000,237800,234100,230500,228000,225200,222600,220500,220100,220900,221600,220400,218800,219100,222200,224400,225300,227000,229500,230500,229600,229400,231200,234200,238300,244400,250400,255900,261600,266700,271100,274900,276700,277300,278200,279100,279100,279100,279000,279200,278900,277400,275700,275500,277100,278500,278300,277700,279900,282700,283300,281900,280600,279300,278100,277400,278600,279300,280300,283400,285500,285600,286300,287200,287200,288200,290300,292400,293700
275794,U Street Corridor,Washington,DC,Washington,District of Columbia,2884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169800,171300,175300,180800,184600,187000,192100,195700,196500,195100,194400,196500,201600,203400,200200,197400,194300,189000,186700,189800,191300,190600,192800,197500,202800,208900,214700,220200,226100,233000,239900,247300,256000,264500,270300,277700,287800,296000,300800,304500,307900,313400,318900,321100,324100,329200,332000,331700,332000,333900,338000,343300,349000,355500,362700,370700,377800,384400,391500,401700,413400,425800,436700,444800,449000,452200,455400,457500,457500,457200,458900,463500,466000,464000,461400,461400,464900,468600,467600,465500,467600,470900,473000,474100,475600,478200,480300,478700,475000,471100,469300,467700,467900,471400,474400,474100,472800,472100,471800,472600,473900,474800,474900,474800,474200,469500,463300,458700,455800,453000,451200,450300,449900,448600,448100,449300,450300,449500,448700,447800,448400,449800,451100,450800,450200,450500,451500,452000,452800,455500,458900,461600,462100,461700,460200,460100,461800,466500,468800,468200,465700,466700,468200,466700,464400,463300,462600,463500,464500,464500,466400,469000,470100,469900,469200,468600,468500,469800,472900,475200,476400,477600,479400,481700,484400,487600,491500,497400,503500,508800,515200,524200,532800,538100,540900,543900,548100,552300,555900,559200,560400,559700,558600,556700,553500,552100,552800,553700,556700,560000,562900,567900,575500,582000,585100,584900,585900,589300,592600,593100,591500,589700,590300,591300,591700,591500,591900,593200,594900
121761,Michigan Park,Washington,DC,Washington,District of Columbia,2908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118900,119600,120900,122700,124000,125600,128100,131000,133200,135000,136300,138900,141900,143300,142900,142700,142200,141200,140400,140600,141600,142800,144400,146900,148800,150200,152200,154400,155400,155700,156100,156300,156500,157500,160000,163800,167300,169600,170700,171300,171700,173400,175800,177900,180600,184000,186800,189400,192300,195000,197800,201800,205900,208900,211200,214300,218800,223800,228500,232500,238100,246000,253700,260200,267500,276600,285200,292200,296400,299700,303300,308700,314400,318500,320900,323900,329200,336900,344100,348500,351000,352600,354100,356000,358000,358700,359000,360400,361700,361900,362100,363500,365800,367900,368400,368200,368300,368500,369600,370900,370300,366700,361100,356200,353300,351000,348300,346300,344900,342600,339000,335100,333200,332000,328600,323600,319200,315300,309900,303600,298300,295700,293900,290700,286900,283900,286000,290900,294100,294700,297200,299400,300800,301000,300400,299400,296200,293700,293400,293700,291400,290300,291500,291200,287700,285300,284500,285000,286800,288200,288300,288600,289300,289500,288700,287700,287200,287700,289500,291900,295200,299100,301600,301900,304800,310800,317700,324600,330600,333300,335200,338100,341700,344300,345500,348000,351500,354800,356600,359300,363300,367100,368300,369300,371500,374400,376800,379000,383700,388900,394000,400400,407300,413200,420200,426600,431700,435900,436000,433300,431900,430600,427800,427200,430700,437400,444900,450000,453200
403116,Navy Yard,Washington,DC,Washington,District of Columbia,2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456400,456700,456800,456900,457100,454000,459100,471700,479700,479800,480700,479200,478800,479600,480600,482300,482600,481500,484400,488300,488700,489000,491200,494600,497900,503200,512400,523500,532900,539900,542800,545400,550600,552900,551000,552200,557700,563700,568700,570700,569400,568100,568700,571500,576300,580500,584100,587400,590300,591100,590500,591200,594200,597400,598500,598200,598500,599600,601500,604300,606400,605900,606200,607600,608700
121733,Greenway,Washington,DC,Washington,District of Columbia,2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77500,76300,76300,76800,77200,77700,77200,75300,74900,77400,79700,81900,84800,87000,87000,86800,86900,87900,89300,90800,91800,92800,94100,96000,97900,100400,103000,105900,108500,110400,111500,113100,115000,116700,118500,120900,123400,123000,121000,119900,118800,117500,117600,118200,118900,119800,120700,121900,123400,125000,126800,129700,133200,136100,138600,141500,145000,148800,152300,155100,158400,161400,164300,166700,168800,170900,172400,173300,174000,174600,175000,176400,179000,183700,189600,194200,198500,203100,208800,213400,216800,219600,224600,230100,234200,236200,236700,235800,235600,236800,237800,238700,240200,241400,241700,241600,242300,243500,244800,245700,245800,244400,243700,245400,246600,245000,242700,240100,236900,234300,232500,231000,229200,227500,224900,221500,219200,218800,217700,214600,210600,206900,203800,201800,201700,201900,201200,199700,197900,196100,195600,195700,194600,192500,190000,188900,186900,184300,181400,178900,177000,176300,175300,174200,173300,172100,170600,169000,167600,167100,167400,167700,168200,168500,168300,168700,170300,171900,173100,173200,172500,172500,173400,174400,175100,176100,177600,178900,181000,184100,187600,190400,192500,193500,194600,195100,195000,195500,196700,197500,197500,198100,199100,199700,200300,201400,201800,202300,203600,205200,207700,212400,219200,226800,232400,235500,238700,244600,251800,257300,260200,262000,262300,261900,261100,258800,257400,261600,267300
