RegionID,RegionName,City,State,Metro,CountyName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10
121681,Brookland,Washington,DC,Washington,District of Columbia,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360800,361900,362000,363400,365300,369300,369400,363500,356300,355300,355800,355400,353600,352800,353200,354800,354600,354000,353000,353200,355200,357300,357600,358000,359800,363800,370000,375800,379900,382100,383100,384400,387900,392700,397600,403000,408100,412800,417800,424100,431200,437500,440800,443300,447000,450200,452000,454500,458000,461400,464800,468800,474400,480900,485800,488300,491900,498000,506300,518500,530000,538300,544400,553500,563900,572800,572300,566800,563000,565800,569800,572300,580100,592500,598000,593800,589600
121682,Buena Vista,Washington,DC,Washington,District of Columbia,1606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85900,85000,85000,86200,87700,89000,89800,88300,86500,86200,86900,87200,87000,86800,87200,87600,88100,90200,92700,94000,93500,91800,88600,87100,87100,86800,86200,86500,88200,91400,93700,93800,93800,94700,95500,96700,97800,98500,98500,98900,99000,100500,103100,105200,106700,108300,109500,109600,109400,109300,109600,110300,111200,111700,112700,113800,114400,115500,118300,121200,123300,125800,128900,131400,133100,134800,137200,139800,142700,145500,147900,149900,152700,156800,160600,161900,162000,162400,163100,164400,166700,168100,170800,175900,180400,182500,185600,191300,197300,201400,204300,207500,210600,214000,216500,218600,221500,224800,226800,228700,231500,234400,236600,238400,239800,240500,240700,240900,239200,236900,236000,234500,231900,230100,229600,228800,228900,228400,227100,225400,226100,227000,226200,224100,220900,216300,211800,208200,204400,202300,201400,199400,197600,197600,197100,196100,196300,196600,195900,194100,191400,189000,185700,181400,176300,171900,168100,165900,164100,163200,162800,162700,162900,163000,162400,162000,162500,163200,164500,166600,169700,171900,173500,175300,176900,178100,179900,181700,182600,182000,180700,179500,179100,179800,181400,183200,186000,189800,193300,195300,196200,197100,197600,198100,198100,199000,200800,204100,208300,211900,214300,216200,216400,216500,218900,221800,223300,223300,223400,224200,224600,224800,227100,230900,237100,244300,249600,252500,255900,261000,266000,267800,268000,267900,267000
274894,Old Town,Alexandria,VA,Washington,Alexandria City,1709,292800,297900,302000,305500,310600,315200,316800,316600,315100,316000,318400,319900,320400,322000,323500,324300,323400,322300,321100,321700,324300,328500,332500,336200,338500,340000,340800,341600,341800,343600,346900,350600,354700,359000,362600,365100,366800,366900,366600,367600,369800,371300,372400,373700,376500,380300,383800,386600,390000,394800,400400,406600,414800,424500,433500,440900,447600,453200,460100,469500,478300,485100,493300,502900,511400,517900,524500,531500,537200,539600,542400,546800,551200,556200,565000,570900,571800,574500,583200,592900,600400,607400,613300,617300,620300,621600,619600,620600,627900,635900,640300,645700,654100,662400,671200,681200,692400,706500,721700,734300,744600,756000,769100,781100,789500,799300,812600,827400,843400,859200,872900,884800,892000,893400,892300,890300,890300,890200,887500,881600,875000,865000,852400,841900,837900,834300,828800,823900,821400,822800,824400,822600,819700,819100,818100,816700,814600,813000,812800,812300,809400,807300,805600,803800,801300,798700,795100,791800,787000,782400,778000,774600,771100,766300,759000,752600,747300,744600,744300,746300,748100,750500,754000,757500,762100,762400,759900,759700,763100,759300,751700,744300,743400,744800,743100,739900,735000,728900,724800,721600,716500,716700,724900,735400,737700,735200,734300,735500,736200,737800,743200,752000,759100,762600,764600,762000,757800,755700,756500,757200,759200,763300,768400,771800,774200,781600,792100,802400,811000,814300,811000,805100,801800,806400,813000,814800,816900,820700,822500,820300,817800,821100,828700,835400,841200,844200,843200,842800,846700,849000,846200,843700,846200,851500,857300,859200,860100,863000,866200,869400,869700,865800,859600,856900,857400,855600,850500
121763,Mount Vernon Square,Washington,DC,Washington,District of Columbia,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151500,155600,158300,161300,164800,167300,171100,175200,176600,172600,168100,169400,173000,170700,161500,155100,152800,149200,147100,150200,153700,153000,152100,155800,160300,161400,161700,164100,167700,172600,174400,174700,177800,182800,186800,193000,202800,213100,221900,226900,231700,240200,248700,254000,257500,260100,264100,268700,273600,279200,283100,285000,287800,290200,293900,298700,305800,312300,314600,315400,319100,322300,327800,336700,340900,338300,336900,337600,339300,344300,352000,357300,360700,364500,368500,373300,379000,387500,395300,401100,403300,404600,404400,403800,402100,400900,399500,396400,395000,396800,399100,400200,403000,405900,407600,407900,408800,410700,411800,412600,412400,410600,407100,402700,396300,391300,388700,387700,387200,386400,384900,384200,384300,384500,384000,383600,384400,383700,378900,374000,370800,368100,366400,366200,367100,366100,366800,370500,373500,376100,380800,384900,386200,386500,387100,387700,386800,387400,387500,384500,382200,383900,386300,387300,388300,389400,389000,386900,385400,385600,386500,387300,388700,390200,394400,397900,399900,401800,405900,407800,407400,407500,411900,417200,419600,419600,420200,423700,428800,433600,437900,441900,445600,449000,451800,455200,458300,460100,461100,464200,468000,470100,472900,477100,481300,484400,487700,489900,493300,497400,503300,508500,510200,507900,506900,510300,519000,525900,524900,520900,521100,524300,521600,517100,516700,520900,521300,522400,524100
276216,Bluemont,Arlington,VA,Washington,Arlington,1805,214200,213100,211900,211700,211900,212600,212300,212300,212500,213600,214000,213900,214200,215200,215500,215700,216100,216600,216700,216900,217300,218200,219200,220400,220900,220900,221200,221300,221200,221400,222300,223700,225400,226900,228600,230300,231400,231900,232700,234400,236800,239200,241600,244500,247600,250700,254100,257000,260700,265600,270800,274900,278700,282800,287400,291400,295800,301000,305400,307900,310200,313000,316200,319100,322000,325800,330200,334800,340000,345500,351800,359100,365800,370800,375600,380200,384900,389000,393000,397400,401300,404200,407800,412600,418400,425000,432400,441700,450700,457900,464800,472900,480500,487200,494300,502400,510800,518600,525500,531800,539000,546300,552500,557500,561400,564900,569100,575000,582100,590500,598500,605500,610700,615700,620500,625400,629500,631400,630300,628300,627300,626400,624500,621700,618200,614300,612100,610400,606700,603200,601600,600800,598900,597400,595900,594900,594500,595400,594800,593100,592400,591800,590800,590100,588800,586100,583600,580400,577700,575000,571400,567200,563900,562600,565100,569000,571400,573400,576700,580600,584900,589200,592900,594700,604400,621100,630700,628800,625700,622400,620800,621400,620900,620300,619800,619300,615500,610600,607400,607900,609700,611400,610300,609300,610700,613900,618900,625500,629700,632000,634600,636100,636500,636500,637400,640600,643400,642500,641800,643400,642600,639100,638800,644800,652800,660500,667700,673100,677000,680500,682200,684600,688700,690200,688400,685500,685700,689000,692200,693100,693600,693700,696500,700300,701400,702200,705600,710300,714100,718200,721900,724000,724500,726900,730700,734800,738600,740700,740600,739600,739000,739400,739100,737900,738500,741300,743700
275675,Taylor Run,Alexandria,VA,Washington,Alexandria City,1820,217500,219100,220300,219700,217600,216800,217000,216500,216100,217000,217900,217300,215700,214600,214400,215900,218000,218500,218100,219100,220400,221400,222500,223400,223700,224200,223100,221600,220800,221100,222400,224100,225800,228700,231900,233800,235100,236700,238500,240800,242900,244500,245300,246100,248000,252100,256600,259100,260100,263100,268500,272800,276400,281500,287300,291800,295300,296700,297800,300000,302900,306300,309700,313700,319100,323500,326200,328400,331300,335400,339500,344600,350500,354300,357100,362100,368300,375200,383100,389500,394500,400400,407100,411800,415100,418000,422100,427000,430700,433100,436300,441400,447200,451800,458200,468000,478000,488300,499100,509400,518600,528600,537900,545900,551900,558200,564000,569800,576400,582400,584900,585700,586600,587600,589800,592400,593100,592000,591000,589500,587500,585300,583100,581100,579300,577200,574600,576300,578800,577600,574000,572100,570600,570500,568600,565400,563900,563600,563000,561000,556600,553700,554000,553700,551600,549500,547200,543200,537800,530700,523000,516700,512500,509900,507400,503000,500000,501400,505900,511800,517800,523800,530200,533300,545700,560400,565200,564600,570000,568200,562300,558800,561000,563000,562200,562300,560700,557600,558600,561900,559800,558600,563500,571300,573000,570900,569700,570300,569200,568700,570800,574600,576700,577600,577800,575000,571000,570100,571800,574000,575300,577300,580400,583900,587600,594500,602000,609200,615700,620700,623300,622700,619300,616900,616600,620400,627400,635100,639300,637200,631300,632300,640200,645900,646400,645200,644100,642500,642200,642300,640100,638000,639700,641300,641300,641400,641500,642200,643900,645000,643500,641100,639600,640700,644000,645200,644200
273332,Columbia Heights West,Arlington,VA,Washington,Arlington,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189100,186400,184600,184200,183000,180900,179200,178700,180900,186600,191700,194800,199000,203600,206200,207200,204500,199900,199400,202500,203900,202100,201000,200900,199000,193700,189900,189600,189000,187400,188400,188900,186100,184500,185100,185200,185700,186600,187000,187700,188600,189400,189400,189900,191600,193700,195100,196600,198100,199000,199600,200800,201500,201800,201900,201900,202100,202500,201700,200200,199300,199400,199100,198600,198500,198500,197300,196800,197700,197500,195200,193500,193500,194700,196200
121717,Forest Hills,Washington,DC,Washington,District of Columbia,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764000,764400,764100,763100,762100,767900,772300,767500,762500,770500,780300,781400,778600,776000,775500,777700,781700,782300,773600,759300,754700,760500,765300,771000,782300,794300,806100,811500,810400,809400,811200,813100,814200,815000,816400,823300,831000,836300,839200,844900,850800,855400,857400,856600,854300,852900,855100,858800,861700,864300,866300,869000,871800,877200,880700,882600,886100,892100,896100,905900,924400,939400,944400,951300,966300,975100,971100,977000,996500,1010800,1012500,1007500,995200,983900,978800,979900,982700
121777,Randle Highlands,Washington,DC,Washington,District of Columbia,1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92100,91400,89400,88000,88100,89500,91600,93000,94000,95000,95900,96800,97700,98500,99000,99000,98500,98300,98100,98700,100100,102200,104600,107800,110600,112200,113500,114700,115300,116000,117600,119400,120200,120200,120100,122100,124600,126500,127900,129400,130400,131600,133000,134200,136300,138300,139300,139600,141000,144100,147400,149800,151200,152300,153500,155400,158000,161000,163900,166400,168700,170800,173000,176400,180100,182400,184200,186600,188800,190300,192400,196200,201000,204900,208000,212600,218600,224300,228600,231800,234900,237700,240600,243700,245800,246100,246700,247700,248700,249000,249300,249900,251100,252600,255200,257300,258700,259000,258000,256300,253800,251100,249500,249700,249600,248600,246300,244000,241700,240100,238300,236200,234800,235400,235200,232300,229200,227700,226200,223300,220400,219600,219600,219000,218300,216700,215700,216100,216400,216000,216000,215600,214300,212100,209500,206300,201800,198800,196300,193000,189000,185600,182800,180900,178600,176500,175000,174600,174500,174400,174800,175400,175700,176300,177400,178700,180400,182300,184100,186300,189400,192500,194400,194700,194600,195000,195000,195500,196900,198500,200500,202500,203000,203000,204500,207400,210100,212900,215900,218100,220300,223400,226200,228800,230800,230000,226300,224900,227500,230200,231800,234400,238400,242400,246400,251000,256300,262600,269300,274800,278600,280400,280900,282400,284600,286200,286900,286500,285400
403493,Benning Ridge,Washington,DC,Washington,District of Columbia,1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78900,78800,78100,78200,78900,80000,79500,77900,77500,79000,79800,81000,82800,84200,85400,86500,87000,86800,86900,87400,88400,89500,91600,93700,95700,97500,98600,99500,100500,101900,103900,106400,108400,110700,113300,116300,118700,118900,117100,116500,116400,116600,117800,119700,120800,120700,120400,120200,120600,122500,125700,128900,132100,135600,138300,139700,141200,143000,144200,145900,148600,150700,152500,155600,158900,161500,163900,167100,170900,174800,178800,183300,187600,192200,196600,199300,200700,202600,205300,208900,212100,214500,217300,220500,223300,225500,227800,229800,231800,232700,233100,234200,236400,238000,238700,238500,238400,239800,242400,244100,244900,244600,243500,242200,241100,239700,238400,237100,235800,234500,233400,232600,231500,229500,227300,224800,222200,220100,218000,215500,213500,211300,207600,203200,200300,199100,197600,195400,193700,193400,193800,193900,192800,190900,189300,189400,189300,189500,190200,190600,189300,188200,186000,183300,180900,178200,174100,170200,166800,164700,163600,162800,161800,161600,161800,161800,161300,160800,160800,160500,160500,161200,163100,165600,167600,167700,167700,169100,171700,174900,179000,183200,186700,188900,190400,191800,192600,193100,193800,194900,196700,198600,200800,204000,208600,212400,214000,213700,213300,213900,217100,221600,225000,227800,230900,233800,236300,238800,240100,242300,246900,252700,256400,258500,260800,264700,269200,272300,274000
273331,Columbia Heights,Arlington,VA,Washington,Arlington,1866,97400,96800,94200,93000,93400,94700,94600,93600,93400,94200,95400,95600,95500,96700,98300,98700,99000,99400,99700,99800,100800,102100,103200,103700,103200,100800,98800,99300,99800,99300,99200,101100,103100,104800,105300,105400,105000,105400,106500,108000,110100,111800,112300,112700,113400,113600,113400,112900,113600,116600,119600,120300,119000,118500,118900,120100,121000,121400,122700,126000,128700,131400,135700,138800,141100,144100,146700,147200,147300,148600,152200,156300,160900,163900,165500,167600,171800,176300,180500,183700,188400,193700,197100,198700,201700,206200,211000,216000,221400,224900,228600,233400,237800,243100,249900,255200,260700,266000,271600,278300,285400,291000,296700,302100,306700,311500,316500,324300,330800,336300,338800,342800,346900,349100,347700,349800,352700,351000,347600,346600,346800,344800,340800,334900,329600,329900,338700,347700,349200,347800,347700,348800,350100,350900,351500,352900,353500,351900,347400,343000,339300,336300,333700,328700,320800,316700,317000,315600,312800,311000,309600,307800,305800,304100,303800,304300,304300,304500,305700,304500,300500,298000,296900,293600,297700,309100,314300,312200,308300,300200,293600,294800,298300,299500,298900,298800,297600,295100,293400,294700,299000,303300,303300,301200,300000,299400,297400,295600,294200,293100,294600,298400,301400,303100,305800,308700,311300,312100,313500,315100,313600,310900,310100,309000,306300,306700,308800,311000,313200,315600,316000,314800,313300,312100,310300,307500,306900,309700,313400,315500,316900,317700,319100,321700,322100,320700,319900,321200,323600,325100,323500,320600,319000,319200,320200,321900,325200,328100,328400,328700,330300,331600,331800,331000,331400,332600,332800
272813,Ashton Heights,Arlington,VA,Washington,Arlington,1884,242500,242300,243500,245000,246600,247200,247400,247900,248600,249100,249600,250500,253100,257100,259400,260800,263600,265900,266500,267500,269600,271300,272900,273800,273000,271000,269400,269400,270000,271300,274400,278100,281300,284600,288500,291800,294700,296700,298600,300400,303100,305300,307200,308900,311000,312500,314400,317300,320500,324500,331900,339600,344400,348300,353200,357200,362000,370300,377100,381900,390100,402200,412600,418800,423000,429200,437200,444700,450800,457100,466000,472100,472000,470900,472700,477100,484700,492600,499300,506400,512500,517100,521600,528900,537000,544300,548800,553200,558800,564300,569800,577700,587200,596000,604500,615600,629400,643500,656900,671100,684100,696600,705800,710700,712600,714400,717500,726000,736700,740900,739600,740800,744200,746100,749400,754600,759100,759600,757100,752500,748700,747200,748600,747300,743300,737000,730700,727100,727800,730600,732600,732500,731600,731900,730200,726900,723500,719000,715100,715100,715000,712700,710300,709000,706200,704200,705100,704500,700400,699600,698600,692100,686100,685200,687300,687200,684000,679600,675700,672800,674300,678500,682200,683100,687800,696900,702300,700200,697200,695100,696700,702800,710600,715600,716000,715000,712300,708500,707400,713100,721400,727700,729700,731400,734500,736500,739800,745400,749500,751800,753300,752200,748100,743800,743500,745700,743200,740900,747100,755700,757100,756000,759000,766500,777100,789900,798400,802200,806400,812900,818400,824200,830000,830300,824800,819300,819600,822700,825500,827300,831100,833700,836200,838700,839600,841500,847400,853700,857900,863100,867600,870100,871500,873200,873800,874900,877800,882000,883600,885300,887200,887600,886800,886800,886100,884200,881900
121698,Congress Heights,Washington,DC,Washington,District of Columbia,1913,,,,,,,,,,,,,,,,,,,,,,,,,,,89500,88600,86200,84700,84100,84200,84600,82900,80600,80200,80300,80300,80600,80000,79400,79300,78600,78300,79000,81000,82300,82500,83300,85600,87100,87700,88100,88200,87800,87800,88600,89400,89800,89700,89900,90900,92800,94700,95400,96200,97400,98700,99700,101200,102400,103200,103700,105400,106000,104500,102900,101500,100600,101100,102600,103200,104400,107000,110200,112700,114600,116700,119200,122400,125100,126400,126400,126100,127100,129400,131900,135000,139900,144900,149200,154700,161300,167200,171900,175900,179300,182400,185500,187700,190000,193700,197900,200600,203100,206000,208300,211300,215200,218500,221000,224200,228400,232700,235800,237200,237900,238500,239500,241200,243600,245300,245400,244600,243300,242100,242000,241800,239900,238100,235700,232400,230200,230000,229300,228300,227100,225800,223800,222000,220400,218600,214300,208700,203900,199900,195900,192500,189200,186200,183500,182100,182500,182600,187900,196900,200300,197300,196500,196200,195800,195300,194900,194500,193600,192800,190500,188100,187400,188000,187300,185200,181700,178700,177000,176000,174700,173700,172600,172000,172500,173700,174800,175900,177200,178700,180000,181200,182700,184000,185000,184800,183600,184200,187200,190900,194400,197100,198600,199300,198800,198000,198400,200600,204200,207700,210200,213600,217800,221700,225900,229900,233400,237400,241200,242800,244300,246500,248300,250000,253000,256300,258300,259300,261700,265200,267500,268100,267500,266000,265000,266000,267200,266900,266300,266800,267300
121799,Trinidad,Washington,DC,Washington,District of Columbia,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262600,259800,255400,253300,253900,256600,257300,256200,256700,258700,259000,257800,255300,250600,244800,242200,242400,242700,241600,240300,242200,249200,256700,262300,268800,276500,283500,289200,293300,296100,297600,298900,301500,306700,313800,323700,333400,342500,352500,362700,370900,376700,378000,378100,381300,388000,395300,400200,402400,403100,402400,400500,402900,410000,416100,419000,423200,428400,432500,441100,454000,468700,486000,500700,507300,516600,530000,538200,538400,533800,527800,521300,518500,525800,539400,546600,549100
416850,Glade Dr - Reston Pky,Reston,VA,Washington,Fairfax,1971,167600,165300,163800,161300,158600,157500,157300,156900,156800,157100,157000,156300,155000,153500,152200,152100,152700,153500,154800,156400,157800,158600,159200,159500,159800,159900,160100,160300,160500,161200,163100,165800,168300,169900,170600,171200,171400,172000,173200,174600,176000,177300,178000,179000,181100,183600,186400,189400,192500,195600,198400,200200,201300,202700,203800,204500,205600,208100,211900,215900,220200,224600,228000,230900,234800,238400,241200,243300,244100,244700,246100,247800,249900,252700,256700,261900,266800,270900,275300,278900,281500,283500,285000,287000,290400,293700,296400,299600,303200,306200,308600,312300,316900,321900,327300,334400,341500,347000,351800,356800,362400,368600,375200,382000,390100,399600,408800,417600,426200,435000,444200,453000,459800,464600,467700,469700,471800,472200,471300,469000,466800,465200,462400,458100,454700,451800,448700,446900,445500,444500,443400,440800,436800,433400,431200,428300,424300,421700,420500,417700,413000,409000,405900,402200,397900,393100,388900,386500,384700,381800,379000,376900,374300,370700,367700,366000,365000,364300,363800,364500,367200,371400,375400,377200,378000,379200,380300,381000,382400,384700,387000,387500,386500,385000,383600,383600,385600,386800,386200,386200,386800,387200,387600,387700,386900,385100,383900,384500,385800,387400,389600,391000,391600,391700,390700,389600,388400,387100,386900,388000,389400,390800,392700,396400,400600,404900,409700,415500,421500,426800,430000,431500,432300,433900,435100,435500,434900,434600,435000,434300,432800,432800,433800,434800,437000,438700,439100,438700,438600,438000,436100,434200,434800,435800,435800,436000,436500,437600,440300,443400,444900,444700,443800,443600,444100,445800,447500
121710,Edgewood,Washington,DC,Washington,District of Columbia,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98000,97600,97100,97500,98300,98200,97400,97300,97200,97200,97200,97700,99400,101900,103500,104000,104000,104300,105700,107100,108100,108400,109300,111200,113200,114000,115200,117600,119900,121000,121700,122800,125100,128700,132300,135700,138700,140900,142200,143300,144400,147300,150800,154100,158100,162700,166300,169300,173000,178000,182800,186400,189300,192400,196100,200300,203400,205800,208300,211200,214900,218500,222500,228600,235800,242700,249500,254600,259800,266500,276200,286800,297600,307000,315900,321800,326000,330500,334700,337700,339200,338700,336100,333100,330700,328900,326800,324500,322800,321400,320000,320600,322000,321800,320000,318600,316600,314400,312400,311100,309700,307900,304400,300400,297700,296500,295500,294600,293200,291300,289500,287800,286800,284900,281400,277700,275300,273100,269600,266500,265500,265400,264900,264600,264800,263500,267700,276500,282100,282200,283800,284700,284500,284700,285100,283600,281100,283400,285500,283400,279500,280200,283000,285200,284400,283000,282800,285500,288000,287900,286500,285000,283800,283200,282100,280200,280600,282800,285600,288000,289700,292400,296500,302000,309000,316200,321900,330200,339200,346100,353100,361600,369100,373600,375300,377100,381300,385900,390500,394900,397500,399900,403400,408200,414300,420300,423700,425300,427200,429600,432700,436900,442800,448000,450800,453700,460600,468400,472400,473100,475300,483300,493300,500000,505200,511900,516000,515200,513000
272796,Arlington-East Falls,Arlington,VA,Washington,Arlington,2047,229300,227000,225000,222500,221000,220900,220900,220600,220800,221300,222200,223300,223800,223600,224100,225500,226900,227800,229000,230300,231300,232000,232200,232300,232400,232200,232000,232200,231900,231900,232400,233300,235000,237200,238900,240200,241500,242800,244800,247800,250900,253600,256100,258400,260800,263700,267100,269600,272500,277300,282700,287500,292600,297900,302900,307500,312100,317000,321000,325100,330400,336100,340500,342700,344300,347400,351500,356000,361200,366400,372700,379700,384600,387400,390700,396000,401600,406000,409900,413500,416600,419300,422800,427200,431700,435600,439200,443600,448600,452800,457000,462900,468900,474200,480500,488700,498400,507300,516000,525900,535300,543600,551900,560400,567600,573800,579600,586600,595400,605900,615100,621500,626500,630900,635300,639500,643100,643300,640600,637300,633800,630500,628200,626200,625100,624900,625300,626000,626100,627200,630000,632900,635200,636700,637100,637300,637300,636000,632400,627500,623300,620700,618700,616500,613700,611200,608600,605700,602900,601400,599500,597500,595500,594400,594800,596200,596900,598300,598700,596800,595300,596000,596500,595500,601800,614000,620600,618400,615400,612300,612400,615800,618300,619900,621100,622100,619400,614600,611200,612100,614000,614700,613500,613600,615300,618300,623000,629000,632100,633900,635800,636100,633500,630400,630000,632300,634500,634000,633700,633500,632000,628400,628200,634000,644300,654900,664300,671300,677300,681700,684900,687500,691200,694000,694800,693300,693000,693300,693500,692700,692300,692600,696000,700600,702900,705400,709400,712900,715900,720800,725600,728300,731000,735400,738600,740900,743800,746800,748300,749900,751800,755300,758600,758500,756000,754400,753400
121791,Spring Valley,Washington,DC,Washington,District of Columbia,2114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636700,640200,641000,639500,644300,665200,691800,704800,707200,714600,726900,741500,758100,776200,794600,810200,821800,842100,869000,886400,893100,894400,883100,867300,853600,846800,850100,861800,876700,899400,919500,930900,935300,942000,951400,962800,971500,980100,986000,991900,1002300,1024100,1042700,1049000,1052100,1064100,1079000,1094000,1111600,1128600,1147600,1166900,1183600,1196800,1207400,1212200,1218100,1239100,1267100,1286000,1297800,1311100,1326800,1343400,1360800,1365500,1374400,1397000,1417800,1413000,1411700,1429500,1449000,1447300,1440200,1436800,1435900,1441300,1453500,1463600,1468800,1474300,1476600,1483000,1490100,1494800,1502800,1512600,1515300,1517500,1514900,1501500,1493400,1493400,1494700,1496000,1497400,1502200,1512100,1523100,1524700,1520500,1524700,1542200,1561100,1580200,1591400,1590800,1585700,1588800,1583200,1565300,1544900,1530600,1519600,1515000,1510000,1504800,1504400,1505800,1495500,1473800,1460300,1461500,1465600,1468600,1470600,1471700,1470900,1468600,1469400,1465700,1488800,1534500,1562500,1564600,1576000,1584300,1581200,1569500,1561800,1555700,1541900,1537000,1532900,1512300,1491900,1487600,1488600,1491300,1492300,1486600,1477700,1474000,1474200,1468900,1460300,1460800,1466100,1465700,1463000,1461600,1462600,1468500,1481800,1493600,1503300,1513400,1521700,1524400,1527800,1531500,1533500,1537300,1540100,1544400,1553500,1570500,1587300,1601300,1610100,1618900,1623700,1630300,1633500,1626000,1606200,1591800,1576000,1556300,1549900,1555800,1552800,1555600,1572400,1586300,1603200,1639000,1689500,1731900,1749000,1752100,1747900,1735700,1719100,1701100,1686200,1684400,1683400,1677000,1671300,1665500,1664400,1666100,1665800
